vin,production_date,assembly_plant,fuel_pump_supplier,engine_series,model_year
1FAHP3SQYTK989354,2023-03-30,OHAP,Supplier_Alpha,V8_Coyote,2024
1FAHP3HLMXX268315,2024-03-04,OHAP,Supplier_Alpha,V6_EcoBoost,2024
1FAHP3FDBIE712661,2023-12-27,KCAP,Supplier_Alpha,V6_EcoBoost,2023
1FAHP3LJHXZ371586,2024-06-03,KCAP,Supplier_Beta,I4_Hybrid,2023
1FAHP3UAKJG497677,2023-08-12,MAP,Supplier_Alpha,V6_EcoBoost,2025
1FAHP3HSNDE277288,2024-01-21,MAP,Gamma_Tech,I4_Hybrid,2023
1FAHP3AHHXK028519,2024-11-18,DTP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3TXTSF408215,2023-09-11,MAP,Supplier_Alpha,V8_Coyote,2025
1FAHP3TSNLV022960,2024-03-26,OHAP,Supplier_Beta,V8_Coyote,2023
1FAHP3CAEKT701851,2024-02-03,OHAP,Supplier_Beta,V8_Coyote,2024
1FAHP3IWIGO975679,2024-01-12,KCAP,Supplier_Alpha,V8_Coyote,2025
1FAHP3ZNQNA777251,2023-05-23,MAP,Supplier_Alpha,I4_Hybrid,2025
1FAHP3QCVRP636580,2024-05-29,DTP,Supplier_Alpha,V6_EcoBoost,2024
1FAHP3PHPJF120948,2023-02-26,OHAP,Supplier_Beta,I4_Hybrid,2023
1FAHP3HMWEG398909,2024-05-09,OHAP,Supplier_Beta,V8_Coyote,2025
1FAHP3YNPTL018204,2024-09-08,DTP,Supplier_Beta,I4_Hybrid,2025
1FAHP3LCFBV718956,2023-01-15,DTP,Gamma_Tech,V6_EcoBoost,2024
1FAHP3YQFHG626085,2023-06-14,OHAP,Gamma_Tech,I4_Hybrid,2024
1FAHP3XFJTA824224,2023-01-09,OHAP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3TDTYG209520,2023-05-07,DTP,Gamma_Tech,I4_Hybrid,2025
1FAHP3HDMPW526546,2023-04-01,OHAP,Supplier_Alpha,V6_EcoBoost,2023
1FAHP3YHRDU993788,2023-08-01,KCAP,Supplier_Alpha,V6_EcoBoost,2023
1FAHP3AOOBR786170,2024-10-06,KCAP,Supplier_Alpha,V8_Coyote,2024
1FAHP3TKACF891382,2024-09-18,DTP,Supplier_Alpha,V6_EcoBoost,2025
1FAHP3YPIBJ832582,2023-05-28,MAP,Supplier_Beta,V8_Coyote,2025
1FAHP3PKADE700794,2023-03-26,DTP,Gamma_Tech,V8_Coyote,2025
1FAHP3LGSCK494653,2024-03-23,DTP,Supplier_Alpha,V8_Coyote,2024
1FAHP3SHIUJ891416,2024-02-13,MAP,Supplier_Alpha,I4_Hybrid,2024
1FAHP3RVOQW463985,2023-05-28,MAP,Supplier_Beta,I4_Hybrid,2024
1FAHP3DMVBS743553,2024-03-15,MAP,Gamma_Tech,I4_Hybrid,2024
1FAHP3RLAJS209700,2023-09-16,KCAP,Supplier_Alpha,I4_Hybrid,2024
1FAHP3BQCRH768118,2023-07-15,OHAP,Supplier_Beta,V6_EcoBoost,2025
1FAHP3XZSAH569562,2023-03-21,KCAP,Supplier_Alpha,V6_EcoBoost,2023
1FAHP3VBWRR753703,2024-06-30,OHAP,Supplier_Alpha,I4_Hybrid,2025
1FAHP3OFXCR531943,2024-04-08,KCAP,Gamma_Tech,V6_EcoBoost,2023
1FAHP3HRKGF793036,2023-11-04,OHAP,Gamma_Tech,V6_EcoBoost,2024
1FAHP3LELIV283999,2023-02-07,KCAP,Supplier_Alpha,V8_Coyote,2023
1FAHP3UYRMR124938,2024-02-12,MAP,Gamma_Tech,V8_Coyote,2025
1FAHP3ABPRP089487,2023-06-28,DTP,Supplier_Beta,V8_Coyote,2025
1FAHP3RHDFX056641,2023-07-02,KCAP,Gamma_Tech,V8_Coyote,2023
1FAHP3ICUAZ803046,2023-10-04,OHAP,Supplier_Beta,V6_EcoBoost,2024
1FAHP3SBEPM351903,2024-04-29,MAP,Supplier_Beta,I4_Hybrid,2024
1FAHP3EBZBL254110,2024-11-12,KCAP,Supplier_Beta,V6_EcoBoost,2025
1FAHP3VDVHY543173,2023-04-17,KCAP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3OCLHF319971,2023-10-18,MAP,Supplier_Alpha,V6_EcoBoost,2024
1FAHP3DZCDT006512,2023-12-01,KCAP,Supplier_Alpha,V8_Coyote,2024
1FAHP3DSYZG961108,2023-02-14,DTP,Supplier_Alpha,V8_Coyote,2025
1FAHP3DYDYB963990,2023-06-27,KCAP,Supplier_Beta,V8_Coyote,2024
1FAHP3HVLMG991507,2024-05-20,DTP,Supplier_Alpha,I4_Hybrid,2023
1FAHP3KIOGQ109193,2023-11-07,DTP,Supplier_Beta,V6_EcoBoost,2025
1FAHP3PIZCD567972,2024-06-03,MAP,Gamma_Tech,I4_Hybrid,2025
1FAHP3TLIXJ249685,2023-04-02,KCAP,Supplier_Alpha,V8_Coyote,2023
1FAHP3XAHLQ274954,2024-02-01,MAP,Supplier_Beta,I4_Hybrid,2025
1FAHP3BWMMO203880,2023-05-19,KCAP,Supplier_Beta,V6_EcoBoost,2024
1FAHP3MSVLK315377,2023-02-04,KCAP,Gamma_Tech,V6_EcoBoost,2024
1FAHP3GDYCF594652,2024-04-14,OHAP,Supplier_Alpha,V8_Coyote,2023
1FAHP3NPEVX303379,2024-07-03,KCAP,Supplier_Beta,V8_Coyote,2024
1FAHP3XAEWB563620,2023-07-09,MAP,Gamma_Tech,I4_Hybrid,2023
1FAHP3OLWXC812473,2024-04-16,DTP,Gamma_Tech,V8_Coyote,2023
1FAHP3QULVJ033423,2024-06-05,KCAP,Supplier_Beta,V8_Coyote,2024
1FAHP3GBRIY323024,2024-04-26,OHAP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3XZXQK153473,2023-05-10,MAP,Supplier_Beta,V8_Coyote,2024
1FAHP3IYMMI896112,2024-06-18,KCAP,Gamma_Tech,V8_Coyote,2025
1FAHP3CWNLM655963,2023-09-27,MAP,Supplier_Beta,V6_EcoBoost,2025
1FAHP3OYRIG842530,2024-02-22,OHAP,Supplier_Alpha,V6_EcoBoost,2023
1FAHP3EKGYW973179,2024-05-05,OHAP,Gamma_Tech,I4_Hybrid,2024
1FAHP3UTXHS857872,2024-04-28,MAP,Supplier_Beta,V8_Coyote,2024
1FAHP3OYLPC777496,2024-09-09,KCAP,Supplier_Beta,V6_EcoBoost,2025
1FAHP3NTBYK333736,2024-01-13,DTP,Supplier_Alpha,I4_Hybrid,2025
1FAHP3WFSCH254812,2024-03-25,OHAP,Supplier_Beta,I4_Hybrid,2024
1FAHP3NVBCD539078,2023-04-18,KCAP,Supplier_Alpha,V8_Coyote,2023
1FAHP3YBLCO665754,2023-11-02,KCAP,Supplier_Beta,V8_Coyote,2025
1FAHP3GIPFY415148,2024-09-10,DTP,Supplier_Alpha,I4_Hybrid,2023
1FAHP3CIMVM431115,2023-04-10,OHAP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3IWTVI544439,2023-08-14,OHAP,Gamma_Tech,I4_Hybrid,2025
1FAHP3ZLWPA404456,2024-08-14,KCAP,Supplier_Alpha,V8_Coyote,2023
1FAHP3UVNEO782633,2023-11-13,KCAP,Gamma_Tech,V6_EcoBoost,2023
1FAHP3YFUMB898775,2023-10-02,DTP,Supplier_Beta,V6_EcoBoost,2024
1FAHP3XIKIT637780,2023-01-01,DTP,Gamma_Tech,I4_Hybrid,2023
1FAHP3BRWZW075536,2024-03-24,OHAP,Supplier_Beta,V8_Coyote,2024
1FAHP3YCIJV845909,2023-06-22,MAP,Supplier_Beta,I4_Hybrid,2025
1FAHP3NZEIY999966,2023-02-10,OHAP,Supplier_Beta,I4_Hybrid,2025
1FAHP3OTFKG371597,2023-07-09,KCAP,Gamma_Tech,I4_Hybrid,2024
1FAHP3LMEYS820970,2023-03-18,OHAP,Supplier_Beta,V6_EcoBoost,2025
1FAHP3DXHAK334817,2024-01-28,MAP,Supplier_Alpha,V6_EcoBoost,2023
1FAHP3IAEVE566212,2023-03-07,DTP,Supplier_Beta,V8_Coyote,2023
1FAHP3TQEKM632346,2024-05-26,MAP,Gamma_Tech,V8_Coyote,2023
1FAHP3RMAJC949387,2024-02-10,MAP,Supplier_Beta,I4_Hybrid,2025
1FAHP3KFDDK169385,2023-10-23,MAP,Supplier_Beta,I4_Hybrid,2023
1FAHP3ZNZLA014754,2023-02-01,DTP,Supplier_Beta,I4_Hybrid,2025
1FAHP3QLSKG329676,2023-08-24,MAP,Gamma_Tech,V8_Coyote,2023
1FAHP3SQESU603248,2024-04-22,MAP,Supplier_Alpha,V6_EcoBoost,2024
1FAHP3EWGGX376815,2023-02-19,MAP,Supplier_Beta,V6_EcoBoost,2025
1FAHP3GCDBE567243,2023-09-19,KCAP,Supplier_Alpha,I4_Hybrid,2025
1FAHP3CAQHT765636,2024-11-17,MAP,Supplier_Alpha,I4_Hybrid,2023
1FAHP3FJQPT257771,2023-08-28,DTP,Supplier_Alpha,I4_Hybrid,2025
1FAHP3BMGLS727422,2024-08-07,MAP,Supplier_Alpha,I4_Hybrid,2025
1FAHP3RRJCW186210,2023-07-12,MAP,Supplier_Beta,V8_Coyote,2024
1FAHP3SDOZH230837,2023-04-04,DTP,Supplier_Alpha,V6_EcoBoost,2024
1FAHP3ADXYX164709,2024-10-16,MAP,Supplier_Beta,I4_Hybrid,2023
1FAHP3BABAV335331,2024-08-22,DTP,Supplier_Alpha,V8_Coyote,2024
1FAHP3CAGGU313122,2023-06-05,MAP,Supplier_Alpha,I4_Hybrid,2023
1FAHP3ZBHON583938,2023-07-12,DTP,Supplier_Alpha,I4_Hybrid,2023
1FAHP3PUAYN155206,2022-12-19,MAP,Supplier_Alpha,V6_EcoBoost,2023
1FAHP3CENAT731495,2023-02-26,MAP,Supplier_Beta,I4_Hybrid,2025
1FAHP3QGMUO971892,2023-09-30,KCAP,Supplier_Beta,V6_EcoBoost,2024
1FAHP3EVBML625257,2023-06-02,KCAP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3TAOBN768389,2023-10-02,MAP,Supplier_Beta,V6_EcoBoost,2024
1FAHP3FDIXF143639,2023-03-03,MAP,Supplier_Alpha,V8_Coyote,2023
1FAHP3PUMCV432630,2024-08-10,OHAP,Gamma_Tech,V8_Coyote,2024
